Study Hall,Study Hall,MS/HS,Martha Guess,"WEB study hall provides a quiet, but not silent, environment for students to work on their homework and/or play board games or puzzles with other study hall students. Students will also have the opportunity to contribute to packaging meals for Room In The Inn. Adult supervision is provided. Students may not take more than one study hall per day.Drop-in Study Hall is available as a convenience to parents for $10. ","5,6,7,8,9,10,11,12","5,6,7,8,9,10,11,12",Thursday,13:00,14:30,0,0,10
Study Hall,Study Hall,MS/HS,Martha Guess,"WEB study hall provides a quiet, but not silent, environment for students to work on their homework and/or play board games or puzzles with other study hall students. Students will also have the opportunity to contribute to packaging meals for Room In The Inn. Adult supervision is provided. Students may not take more than one study hall per day.Drop-in Study Hall is available as a convenience to parents for $10. ","5,6,7,8,9,10,11,12","5,6,7,8,9,10,11,12",Tuesday,13:00,14:30,0,0,10
Study Hall,Study Hall,MS/HS,Martha Guess,"WEB study hall provides a quiet, but not silent, environment for students to work on their homework and/or play board games or puzzles with other study hall students. Students will also have the opportunity to contribute to packaging meals for Room In The Inn. Adult supervision is provided. Students may not take more than one study hall per day.Drop-in Study Hall is available as a convenience to parents for $10. ","5,6,7,8,9,10,11,12","5,6,7,8,9,10,11,12",Thursday,11:30,13:00,0,0,10
Study Hall,Study Hall,MS/HS,Martha Guess,"WEB study hall provides a quiet, but not silent, environment for students to work on their homework and/or play board games or puzzles with other study hall students. Students will also have the opportunity to contribute to packaging meals for Room In The Inn. Adult supervision is provided. Students may not take more than one study hall per day.Drop-in Study Hall is available as a convenience to parents for $10. ","5,6,7,8,9,10,11,12","5,6,7,8,9,10,11,12",Tuesday,11:30,13:00,0,0,10
Study Hall,Study Hall,MS/HS,Martha Guess,"WEB study hall provides a quiet, but not silent, environment for students to work on their homework and/or play board games or puzzles with other study hall students. Students will also have the opportunity to contribute to packaging meals for Room In The Inn. Adult supervision is provided. Students may not take more than one study hall per day.Drop-in Study Hall is available as a convenience to parents for $10. ","5,6,7,8,9,10,11,12","5,6,7,8,9,10,11,12",Thursday,8:30, 9:45,0,0,10
Study Hall,Study Hall,MS/HS,Martha Guess,"WEB study hall provides a quiet, but not silent, environment for students to work on their homework and/or play board games or puzzles with other study hall students. Students will also have the opportunity to contribute to packaging meals for Room In The Inn. Adult supervision is provided. Students may not take more than one study hall per day.Drop-in Study Hall is available as a convenience to parents for $10. ","5,6,7,8,9,10,11,12","5,6,7,8,9,10,11,12",Thursday,9:45,11:00,0,0,10
Study Hall,Study Hall,MS/HS,Martha Guess,"WEB study hall provides a quiet, but not silent, environment for students to work on their homework and/or play board games or puzzles with other study hall students. Students will also have the opportunity to contribute to packaging meals for Room In The Inn. Adult supervision is provided. Students may not take more than one study hall per day.Drop-in Study Hall is available as a convenience to parents for $10. ","5,6,7,8,9,10,11,12","5,6,7,8,9,10,11,12",Tuesday,9:45,11:00,0,0,10
Study Hall ,Study Hall,MS/HS,Martha Guess,"WEB study hall provides a quiet, but not silent, environment for students to work on their homework and/or play board games or puzzles with other study hall students. Students will also have the opportunity to contribute to packaging meals for Room In The Inn. Adult supervision is provided. Students may not take more than one study hall per day.Drop-in Study Hall is available as a convenience to parents for $10. ","5,6,7,8,9,10,11,12","5,6,7,8,9,10,11,12",Tuesday,8:30, 9:45,0,0,10
Survey of Science,Science,MS,TBD,"Survey of Science aims to prepare advanced middle school students for high school-level science courses. Central units include chemistry, physics, and biology. This course is designed for 7th and 8th graders who are new to WEB or 6th graders who are advanced students and prefer a science survey over Chemistry.  Estimated out-of-class homework time: 3 hours/week","6,7,8","7,8",Tuesday,13:00,14:30,40,11,15
Theater (HS),Elective,HS,Shannon Dilks,"Students will learn the ins and outs of putting on a production. We will start the first few weeks of class doing acting exercises. The first part will work as a partial audition towards our show. We will then announce our show and go through an audition process. Characters will be assigned and from that point on we will begin working on our spring production. Theater is a big commitment that includes parents. Students will need to be available for extra rehearsals as needed and parents will be asked to participate as volunteers in all aspects of the show. Grades 8-12 Estimated out-of-class homework time: varies by role; average 2-3 hours, plus 6 - 12 hours of rehearsals in the two months before show date, and performance. ","8,9,10,11,12","9,10,11,12",Thursday,11:30,13:00,30,9,15
Walk the Land,Elective,MS,Bea Troxel,"Walk the Land is a class that encourages play and self-discovery, combining outdoor education with literature and art. Students will spend time outdoors learning about the trees and plants around them, gardening, and also creatively building poems, crafts, and ideas in tandem with nature.  Estimated out-of-class homework time: none to minimal ","5,6,7,8","5,6,7,8",Thursday,11:30,13:00,5,11,15
Wellness,Wellness,HS,Brenda Wolff,"Students will learn self-care and awareness by covering topics such as mental health, safety on the internet and social platforms, and physical health (including nutrition and sex education). This class will qualify for the required high school wellness credit.  Estimated out-of-class homework time: 2-3 hours/week","9,10,11,12","9,10,11,12",Tuesday,11:30,13:00,15,9,15
World Geography,Social Studies,MS,Rowena Aldridge,"Blending history, geography, and art, World Geography will introduce students to the diverse physical and cultural landscapes of the world. Students will learn about the earth's major landforms, climates, and ecosystems and how they shape the way people live. The course will also cover the political and economic systems of different countries, as well as the impact of globalization. Through collaborative activities, group discussions, and cartography projects, students will develop their critical thinking, problem-solving, and communication skills. By the end of the course, students will be able to draw a map of the world from memory.  Estimated out-of-class homework time: 3 hours/week","6,7,8","6,7,8",Thursday,13:00,14:30,30,11,15
